"metaprogram","rank","gene","normalized_weight"
"MP6",43,"CTD-3252C9.4",0.0116876591244531
"MP6",44,"TYROBP",0.011645818285155
"MP6",45,"CCL3",0.01126916313544
"MP6",46,"SMCHD1",0.0112464770261135
"MP6",47,"CD163",0.0111160582149128
"MP6",48,"FCER1G",0.0111023640911818
"MP6",49,"ISG20",0.0110896095726066
"MP6",50,"NFKBIZ",0.0108017039007354
"MP6",51,"HMGB2",0.0107958866931454
"MP6",52,"UCP2",0.010755964395658
"MP6",53,"TNFAIP3",0.0106962919612545
"MP6",54,"PDCD4",0.0106536615313899
"MP6",55,"ZFP36L2",0.0105883672446937
"MP6",56,"PMAIP1",0.0104655763580975
"MP6",57,"TRAC",0.0104435383994083
"MP6",58,"DDIT4",0.010412386416107
"MP6",59,"RGS2",0.0100753193372672
"MP6",60,"FABP5",0.0100315921692129
"MP6",61,"RP11-138A9.2",0.00990696568149724
"MP6",62,"CCL3L3",0.00972887984840918
"MP6",63,"S100A11",0.00962154683761439
"MP6",64,"CCL4",0.00958007776186564
"MP6",65,"C1QA",0.00950832740527021
"MP6",66,"KIAA0101",0.00948272952264014
"MP6",67,"RGCC",0.00943161790406933
"MP7",1,"SPAG4",0.0803408469366191
"MP7",2,"NDRG1",0.0708944219264229
"MP7",3,"RP11-798K3.2",0.067036419157231
"MP7",4,"TMEM45A",0.0542771956543723
"MP7",5,"C15orf48",0.051284046824128
"MP7",6,"NDUFA4L2",0.0504519926233436
"MP7",7,"TMCC1",0.0337255718140714
"MP7",8,"EGLN3",0.0328953565773792
"MP7",9,"PLOD2",0.0291090753684712
"MP7",10,"IGFBP3",0.0267666324285925
"MP7",11,"FXYD1",0.0224216942849471
"MP7",12,"FAM13A",0.0222553099249481
"MP7",13,"BNIP3",0.02189843425302
"MP7",14,"SNCG",0.0204706815824708
"MP7",15,"PDK1",0.0203748993128316
"MP7",16,"SERPINE1",0.0202492861670364
"MP7",17,"ERO1A",0.0189837549000391
"MP7",18,"TNFRSF12A",0.0184133302890265
"MP7",19,"NEDD9",0.0180954511419291
"MP7",20,"INSIG2",0.017600985502819
"MP7",21,"BNIP3L",0.0172028637636274
"MP7",22,"SLC16A3",0.0171571570264088
"MP7",23,"LEAP2",0.0170869109178791
"MP7",24,"FUNDC2",0.0166003680274685
"MP7",25,"HILPDA",0.0156842212467893
"MP7",26,"RP11-49I11.1",0.0145949079610158
"MP7",27,"ADIRF",0.0135008955093949
"MP7",28,"AKR1C1",0.0127038065056143
"MP7",29,"VEGFA",0.0124483456085406
"MP7",30,"AKR1C2",0.0124258931186813
"MP7",31,"KLF6",0.0123524863259462
"MP7",32,"CD24",0.012349956783967
"MP7",33,"AKR1B10",0.0123335004566622
"MP7",34,"FBXO17",0.011465994264774
"MP7",35,"GPI",0.0111889442605729
"MP7",36,"MXI1",0.0110992530123813
"MP7",37,"SOX4",0.010026669453424
"MP7",38,"CCL20",0.00955156139637221
"MP7",39,"P4HA1",0.00932791066579392
"MP7",40,"PAG1",0.00928843636312352
"MP7",41,"VNN2",0.00893625609715321
"MP7",42,"TRIM16L",0.00893609370246795
"MP7",43,"ZFAS1",0.00891132714816136
"MP7",44,"SLC51A",0.00867733561172167
"MP7",45,"PGK1",0.00860351810235973
"MP8",1,"S100A6",0.0401744051760238
"MP8",2,"S100A11",0.0357848729949893
"MP8",3,"RPS5",0.0292371595516542
"MP8",4,"ALDOA",0.0271919754543586
"MP8",5,"S100A10",0.0247971532407934
"MP8",6,"RPS10",0.0241766992817026
"MP8",7,"NDUFA4L2",0.0240111307911711
"MP8",8,"GNB2L1",0.0218962698226249
"MP8",9,"PRDX1",0.0212844186956202
"MP8",10,"RPL4",0.0208946783581768
"MP8",11,"AKR1C3",0.0208800773750695
"MP8",12,"HSP90AB1",0.0204098919412272
"MP8",13,"SPP1",0.0196459880138841
"MP8",14,"HSPA6",0.0195763971281226
"MP8",15,"CLIC1",0.0191208988185294
"MP8",16,"EMP3",0.0186807818688678
"MP8",17,"UBC",0.0185030582472223
"MP8",18,"LGALS1",0.0181110122855378
"MP8",19,"LDHA",0.0179192015497943
"MP8",20,"CALM2",0.0178987223371194
"MP8",21,"NPM1",0.0178195896223014
"MP8",22,"SH3BGRL3",0.0176961869001085
"MP8",23,"HSPA1A",0.0176053222805729
"MP8",24,"ENO1",0.0171714665687691
"MP8",25,"CFL1",0.0169764947523627
"MP8",26,"KRT8",0.0169381727946751
"MP8",27,"DYNLL1",0.0166234286241009
"MP8",28,"CD63",0.0165407028190237
"MP8",29,"KRT18",0.0162945734204039
"MP8",30,"RPS2",0.0161680923813718
"MP8",31,"HSPA1B",0.0160803133586686
"MP8",32,"MT2A",0.0160461945545197
"MP8",33,"SPINK1",0.0158056414999494
"MP8",34,"AMBP",0.0156424553794389
"MP8",35,"RPSA",0.0156259324550864
"MP8",36,"ANXA2",0.0154898513466581
"MP8",37,"MDK",0.0154801231559703
"MP8",38,"CHCHD2",0.0146472951403116
"MP8",39,"TAGLN2",0.0137008628036154
"MP8",40,"SELM",0.013518458064851
"MP8",41,"LYZ",0.0129781378216627
"MP8",42,"ZFAND2A",0.0128202839062304
"MP8",43,"IL32",0.012762763195147
"MP8",44,"ORM1",0.0127145953691175
"MP8",45,"TIMP1",0.0124385276860126
"MP8",46,"HSP90AA1",0.0123516159071904
"MP8",47,"VTN",0.0123421911484308
"MP8",48,"FGG",0.0122817344229737
"MP8",49,"FOS",0.0121530005166192
"MP8",50,"HMGB1",0.0121470121772866
"MP8",51,"DNAJB1",0.0121343547504689
"MP8",52,"GPX2",0.0120438054065778
"MP8",53,"PGK1",0.0118233886553408
"MP8",54,"NQO1",0.0117368567900689
"MP8",55,"CXCL8",0.0115747326033586
"MP8",56,"HSPB1",0.0112863751219782
"MP8",57,"TUBA1B",0.0112173619287305
"MP8",58,"PKM",0.0111273117375568
